,Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Hours physical restraint rate per 1000,Hours physical restraint,Total inpatient hours,Hours seclusion rate per 1000,Hours seclusion,Total inpatient hours,Discharged 2+ meds %,Discharged 2+ meds with justification,Discharged 2+ meds total,Post discharge continuing care plan %,Post discharge continuing care plan created,Total discharge patients,Continuing care plan sent to next provider %,Continuing care plan sent to next provider,Total continuing care plans,Alcohol Screen Complete %,Alcohol Screen Numerator,Alcohol Screen Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,Tobacco Use Screen %,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Assessed_Response,EHR Use,HIE_Response,Start_Date,End_Date,% Patients Follow Up Care within 30 days,FUH-30_Numerator,FUH-30_Denominator,% Patients Follow Up Care within 7 days for mental illness,FUH-7_Numerator,FUH-7_Denominator,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator,Flu_Season_Start_Date,Flu_Season_End_Date
1193,370018,"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",3500 EAST FRANK PHILLIPS BOULEVARD ,BARTLESVILLE,OK,74006,Washington,2.43,91.87,1573.0,0.11,4.05,1573,,Not Available,Not Available,100.00%,154,154,98.70%,152,154,Not Available,Not Available,Not Available,98.68%,150,152,100.00%,19,19,68.42%,13,19,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,83,83,100,53,53,10/01/2015,03/31/2016
1194,370019,GREAT PLAINS REGIONAL MEDICAL CENTER,1801 WEST 3RD STREET ,ELK CITY,OK,73644,Beckham,0.0,0.0,1294.0,0.0,0,1294,,Not Available,Not Available,92.00%,115,125,92.00%,115,125,100.00%,123,123,99.19%,122,123,0.00%,0,15,0.00%,0,15,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,49,49,100,16,16,10/01/2015,03/31/2016
1195,370020,MERCY HOSPITAL ADA,430 NORTH MONTA VISTA ,ADA,OK,74820,Pontotoc,0.01,0.82,6769.0,0.04,6.68,6769,93.33,84,90,97.24%,247,254,94.49%,240,254,95.79%,410,428,98.60%,422,428,75.68%,112,148,60.14%,89,148,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,77.78%,35,45,31.11%,14,45,07/01/2014,06/30/2015,90.99%,101,111,100,49,49,10/01/2015,03/31/2016
1196,370023,"DUNCAN REGIONAL HOSPITAL, INC",1407 WHISENANT DRIVE ,DUNCAN,OK,73533,Stephens,0.0,0.0,2102.0,0.0,0,2102,,Not Available,Not Available,100.00%,167,167,0.00%,0,167,48.28%,56,116,100.00%,118,118,100.00%,16,16,Not Available,Not Available,Not Available,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,84.62%,11,13,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,91.95%,80,87,100,105,105,10/01/2015,03/31/2016
1197,370025,EASTAR HEALTH SYSTEM,300 ROCKEFELLER DRIVE ,MUSKOGEE,OK,74401,Muskogee,0.0,0.0,10216.0,0.05,8.67,7527,,Not Available,Not Available,85.23%,952,1117,74.66%,834,1117,98.25%,896,912,94.84%,863,910,33.76%,185,548,27.19%,149,548,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,36.49%,54,148,14.86%,22,148,07/01/2014,06/30/2015,96.30%,546,567,68,32,47,10/01/2015,03/31/2016
1198,370037,ST ANTHONY HOSPITAL,1000 NORTH LEE AVENUE ,OKLAHOMA CITY,OK,73101,Oklahoma,0.15,95.6,26237.0,0.0,2.13,26237,75.34,55,73,92.14%,879,954,85.01%,811,954,99.55%,446,448,99.78%,448,449,73.84%,175,237,59.92%,142,237,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,45.94%,181,394,23.35%,92,394,07/01/2014,06/30/2015,97.52%,314,322,94,451,479,10/01/2015,03/31/2016
1199,370039,HILLCREST HOSPITAL CLAREMORE,1202 N MUSKOGEE PLACE ,CLAREMORE,OK,74017,Rogers,0.0,0.0,3001.0,0.01,.67,3001,,Not Available,Not Available,62.56%,137,219,62.56%,137,219,100.00%,180,180,100.00%,180,180,96.00%,24,25,76.00%,19,25,No,Paper or Other Form,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,71.43%,75,105,90,47,52,10/01/2015,03/31/2016
1200,370040,EASTERN OKLAHOMA MEDICAL CENTER,105 WALL STREET ,POTEAU,OK,74953,Leflore,0.0,0.0,2257.0,0.0,0,2257,,Not Available,Not Available,96.34%,184,191,93.72%,179,191,100.00%,181,181,99.41%,168,169,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,51.35%,19,37,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,89,89,100,15,15,10/01/2015,03/31/2016
1201,370047,"MERCY HOSPITAL ARDMORE, INC",1011 14TH AVENUE NW ,ARDMORE,OK,73401,Carter,0.36,18.67,2182.0,0.0,0,2182,,Not Available,Not Available,39.42%,54,137,23.36%,32,137,88.11%,126,143,97.89%,139,142,45.95%,17,37,43.24%,16,37,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,93.55%,29,31,86,25,29,10/01/2015,03/31/2016
1202,370048,MCCURTAIN MEMORIAL HOSPITAL,1301 LINCOLN ROAD ,IDABEL,OK,74745,McCurtain,0.0,0.0,1287.0,0.0,0,1287,,Not Available,Not Available,94.17%,113,120,75.83%,91,120,92.50%,111,120,99.17%,119,120,76.19%,16,21,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,91.18%,31,34,88.24%,30,34,07/01/2014,06/30/2015,64.06%,41,64,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
1203,370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD ,LAWTON,OK,73505,Comanche,0.0,0.0,1635.0,0.0,0,1635,,Not Available,Not Available,72.73%,136,187,65.24%,122,187,99.44%,178,179,100.00%,177,177,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,89.80%,44,49,84,114,136,10/01/2015,03/31/2016
1204,370057,MUSCOGEE (CREEK) NATION MEDICAL CENTER,1401 MORRIS DRIVE ,OKMULGEE,OK,74447,Okmulgee,,0.0,0.0,,0,0,82.5,33,40,0.00%,0,163,0.00%,0,163,0.00%,0,163,100.00%,163,163,57.14%,24,42,47.62%,20,42,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,71,15,21,10/01/2015,03/31/2016
1205,370065,CRAIG GENERAL HOSPITAL,735 NORTH FOREMAN ,VINITA,OK,74301,Craig,0.05,5.35,4380.0,0.0,0,4380,92.31,60,65,90.25%,213,236,89.41%,211,236,85.58%,178,208,80.09%,177,221,90.77%,59,65,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,62.86%,22,35,42.86%,15,35,07/01/2014,06/30/2015,99.12%,113,114,78,31,40,10/01/2015,03/31/2016
1206,370089,NORTHEASTERN HEALTH SYSTEM,1400 EAST DOWNING STREET ,TAHLEQUAH,OK,74465,Cherokee,0.0,0.0,1979.0,0.0,0,1979,,Not Available,Not Available,91.52%,151,165,90.30%,149,165,98.79%,163,165,100.00%,165,165,60.00%,21,35,40.00%,14,35,No,Paper or Other Form,No,01/01/2015,12/31/2015,78.95%,15,19,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,80.00%,60,75,100,28,28,10/01/2015,03/31/2016
1207,370093,OU MEDICAL CENTER,700 NE 13TH ,OKLAHOMA CITY,OK,73104,Oklahoma,0.0,0.0,6732.0,0.0,0,6732,100.0,12,12,99.24%,260,262,96.95%,254,262,97.25%,354,364,100.00%,373,373,79.55%,35,44,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,59.18%,29,49,28.57%,14,49,07/01/2014,06/30/2015,100.00%,182,182,100,41,41,10/01/2015,03/31/2016
1208,370094,ALLIANCEHEALTH MIDWEST,2825 PARKLAWN DRIVE ,MIDWEST CITY,OK,73110,Oklahoma,0.04,9.88,10827.0,0.01,3.25,10827,63.16,12,19,95.72%,380,397,87.66%,348,397,94.46%,563,596,99.83%,597,598,78.96%,259,328,19.82%,65,328,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,50.96%,53,104,30.77%,32,104,07/01/2014,06/30/2015,99.70%,332,333,42,32,77,10/01/2015,03/31/2016
1209,370097,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD ,LAWTON,OK,73505,Comanche,0.01,1.43,9365.0,0.52,116.17,9365,,Not Available,Not Available,96.46%,871,903,96.12%,868,903,97.45%,344,353,97.16%,342,352,36.47%,62,170,24.12%,41,170,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,82.63%,176,213,80,72,90,10/01/2015,03/31/2016
1210,370099,HILLCREST HOSPITAL CUSHING,1027 EAST CHERRY STREET P.O. BOX 1409,CUSHING,OK,74023,Payne,0.0,0.0,4028.0,0.07,7,4028,,Not Available,Not Available,90.27%,306,339,90.27%,306,339,79.27%,260,328,97.94%,238,243,48.08%,25,52,21.15%,11,52,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,46.67%,21,45,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,78.68%,107,136,92,24,26,10/01/2015,03/31/2016
1211,370178,MEMORIAL HOSPITAL,1401 WEST LOCUST P.O. BOX 272,STILWELL,OK,74960,Adair,0.0,0.0,1118.0,0.0,0,1118,,Not Available,Not Available,94.21%,114,121,94.21%,114,121,97.52%,118,121,100.00%,121,121,75.00%,27,36,75.00%,27,36,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,90.63%,58,64,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
1212,370183,HILLCREST HOSPITAL HENRYETTA,PO BOX 1269 ,HENRYETTA,OK,74437,Okmulgee,0.0,0.0,2570.0,0.0,0,2570,,Not Available,Not Available,94.78%,327,345,94.78%,327,345,100.00%,345,345,100.00%,345,345,100.00%,45,45,44.44%,20,45,No,Non-Certified EHR Technology,Yes,01/01/2015,12/31/2015,26.19%,11,42,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,345,345,88,23,26,10/01/2015,03/31/2016
1213,374000,GRIFFIN MEMORIAL HOSPITAL,900 EAST MAIN STREET ,NORMAN,OK,73070,Cleveland,0.01,9.87,42074.0,0.0,2.53,42074,33.85,22,65,100.00%,450,450,93.78%,422,450,92.21%,379,411,98.77%,403,408,49.80%,125,251,41.04%,103,251,No,Paper or Other Form,No,01/01/2015,12/31/2015,42.50%,68,160,16.88%,27,160,07/01/2014,06/30/2015,30.81%,65,211,65,222,340,10/01/2015,03/31/2016
1214,374001,NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),1 MILE EAST US HIGHWAY 270 ,FORT SUPPLY,OK,73841,Woodward,0.01,1.0,5320.0,0.07,9,5320,,Not Available,Not Available,99.79%,477,478,100.00%,477,477,95.19%,455,478,99.58%,476,478,99.68%,309,310,97.42%,302,310,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,49.09%,27,55,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,16.31%,38,233,70,35,50,10/01/2015,03/31/2016
1215,374006,CARL ALBERT COMMUNITY MENTAL HEALTH CENTER,1101 EAST MONROE ,MCALESTER,OK,74501,Pittsburg,0.01,1.0,3211.0,0.0,0,3211,100.0,56,56,26.19%,99,378,24.34%,92,378,88.46%,276,312,93.27%,291,312,59.07%,153,259,31.27%,81,259,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,49.09%,27,55,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,52.97%,98,185,67,61,91,10/01/2015,03/31/2016
1216,374008,JIM TALIAFERRO COMM MENTAL HEALTH CTR,602 SOUTHWEST 38TH STREET ,LAWTON,OK,73505,Comanche,0.01,0.93,4075.0,0.0,0,4075,100.0,61,61,100.00%,497,497,66.80%,332,497,0.00%,0,508,85.63%,435,508,100.00%,381,381,77.69%,296,381,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,51.35%,19,37,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,0.00%,0,232,36,50,138,10/01/2015,03/31/2016
1217,374012,"BROOKHAVEN HOSPITAL, INC",201 SOUTH GARNETT ROAD ,TULSA,OK,74128,Tulsa,0.25,15.37,2578.0,1.58,97.88,2578,,Not Available,Not Available,100.00%,210,210,100.00%,210,210,99.66%,876,879,100.00%,872,872,100.00%,598,598,17.73%,106,598,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,53.98%,95,176,27.27%,48,176,07/01/2014,06/30/2015,96.36%,291,302,66,167,253,10/01/2015,03/31/2016
1218,374016,"ROLLING HILLS HOSPITAL, LLC",1000 ROLLING HILLS LANE ,ADA,OK,74820,Pontotoc,0.02,11.15,22405.0,0.01,7.9,22405,75.0,51,68,100.00%,665,665,97.14%,646,665,96.14%,199,207,77.01%,144,187,92.68%,76,82,78.05%,64,82,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,39.67%,48,121,19.01%,23,121,07/01/2014,06/30/2015,31.67%,95,300,47,77,164,10/01/2015,03/31/2016
1219,374020,"LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL, INC",6655 SOUTH YALE AVENUE ,TULSA,OK,74136,Tulsa,0.04,24.18,24091.0,0.0,2,24091,87.5,14,16,99.84%,638,639,98.75%,631,639,96.01%,433,451,100.00%,466,466,66.48%,117,176,31.82%,56,176,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,51.55%,183,355,24.79%,88,355,07/01/2014,06/30/2015,99.34%,301,303,87,347,397,10/01/2015,03/31/2016
1220,374021,"PARKSIDE, INC",1619 EAST 13TH STREET ,TULSA,OK,74120,Tulsa,0.05,11.71,9881.0,0.12,27.79,9881,,Not Available,Not Available,99.85%,1359,1361,97.58%,1328,1361,88.25%,488,553,97.26%,533,548,93.93%,294,313,7.67%,24,313,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,40.48%,51,126,19.84%,25,126,07/01/2014,06/30/2015,53.12%,341,642,55,134,245,10/01/2015,03/31/2016
1221,374023,CEDAR RIDGE,6501 NORTHEAST 50TH STREET ,OKLAHOMA CITY,OK,73141,Oklahoma,0.03,10.31,13354.0,0.0,0,13354,,Not Available,Not Available,88.70%,526,593,75.21%,446,593,92.82%,323,348,96.29%,337,350,83.12%,128,154,77.27%,119,154,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,37.27%,82,220,16.36%,36,220,07/01/2014,06/30/2015,75.52%,216,286,75,323,433,10/01/2015,03/31/2016
1222,374024,SHADOW MOUNTAIN BEHAVIORAL HEALTH SYSTEM,6262 SOUTH SHERIDAN ROAD ,TULSA,OK,74133,Tulsa,0.14,37.08,10698.0,0.04,10.51,10698,,Not Available,Not Available,99.08%,966,975,97.64%,952,975,97.14%,136,140,78.33%,47,60,78.33%,47,60,38.33%,23,60,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,81.77%,314,384,41,230,559,10/01/2015,03/31/2016
1223,380007,LEGACY EMANUEL MEDICAL CENTER,2801 N GANTENBEIN AVENUE ,PORTLAND,OR,97227,Multnomah,1.11,234.18,8792.0,19.99,4218.72,8792,96.23,51,53,68.70%,281,409,58.92%,241,409,94.78%,109,115,100.00%,41,41,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,46.88%,15,32,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,84.98%,249,293,73,82,112,10/01/2015,03/31/2016
1224,380014,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE PO BOX 1068,CORVALLIS,OR,97339,Benton,0.16,26.6,6916.0,1.66,275.82,6916,,Not Available,Not Available,39.13%,90,230,30.00%,69,230,86.09%,458,532,87.92%,473,538,30.95%,78,252,16.27%,41,252,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,69.44%,50,72,50.00%,36,72,07/01/2014,06/30/2015,27.04%,43,159,73,58,80,10/01/2015,03/31/2016
1225,380017,LEGACY GOOD SAMARITAN MEDICAL CENTER,1015 NW 22ND AVENUE ,PORTLAND,OR,97210,Multnomah,0.07,9.98,5679.0,0.33,45.03,5679,83.33,15,18,92.06%,197,214,80.37%,172,214,99.13%,341,344,98.57%,276,280,61.21%,71,116,52.59%,61,116,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,48.00%,24,50,34.00%,17,50,07/01/2014,06/30/2015,93.49%,273,292,82,37,45,10/01/2015,03/31/2016
1226,380018,ASANTE ROGUE REGIONAL MEDICAL CENTER,2825 BARNETT ROAD ,MEDFORD,OR,97504,Jackson,0.07,10.5,6472.0,2.13,331.07,6472,94.12,16,17,100.00%,248,248,99.60%,247,248,98.14%,421,429,99.77%,430,431,73.42%,163,222,39.19%,87,222,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,33.66%,34,101,23.76%,24,101,07/01/2014,06/30/2015,92.12%,152,165,64,46,72,10/01/2015,03/31/2016
1227,380021,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE ,HILLSBORO,OR,97123,Washington,0.02,3.1,5640.0,0.87,117.88,5640,,Not Available,Not Available,99.53%,214,215,99.07%,213,215,57.89%,11,19,90.00%,18,20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,94.90%,93,98,90,46,51,10/01/2015,03/31/2016
1228,380033,SACRED HEART UNIVERSITY DISTRICT,1255 HILYARD STREET PO BOX 10905,EUGENE,OR,97401,Lane,0.09,23.8,10878.0,1.03,268.48,10878,90.91,120,132,95.83%,621,648,95.52%,619,648,94.98%,568,598,85.57%,504,589,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Non-Certified EHR Technology,No,01/01/2015,12/31/2015,65.52%,95,145,43.45%,63,145,07/01/2014,06/30/2015,100.00%,45,45,65,80,124,10/01/2015,03/31/2016
1229,380047,ST CHARLES MEDICAL CENTER - BEND,2500 NE NEFF ROAD ,BEND,OR,97701,Deschutes,0.0,0.0,2751.0,0.0,0,2751,,Not Available,Not Available,83.42%,458,549,65.21%,358,549,94.46%,324,343,95.32%,326,342,35.68%,66,185,23.24%,43,185,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,54.95%,50,91,35.16%,32,91,07/01/2014,06/30/2015,30.92%,77,249,85,35,41,10/01/2015,03/31/2016
1230,380051,SALEM HOSPITAL,890 OAK STREET ,SALEM,OR,97301,Marion,0.02,3.17,6968.0,2.93,490.58,6968,80.95,17,21,96.97%,224,231,91.77%,212,231,93.24%,455,488,98.55%,477,484,60.22%,168,279,41.94%,117,279,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,50.94%,54,106,24.53%,26,106,07/01/2014,06/30/2015,100.00%,302,302,97,86,89,10/01/2015,03/31/2016
1231,380060,ADVENTIST MEDICAL CENTER,10123 SE MARKET ,PORTLAND,OR,97216,Multnomah,0.49,139.8,11903.0,0.07,19.12,11903,,Not Available,Not Available,98.96%,285,288,41.67%,120,288,96.91%,345,356,80.52%,281,349,11.46%,18,157,7.64%,12,157,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,56.82%,75,132,34.09%,45,132,07/01/2014,06/30/2015,69.08%,105,152,82,87,106,10/01/2015,03/31/2016
1232,380061,PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN ,PORTLAND,OR,97213,Multnomah,2.28,551.93,10101.0,4.74,1148.47,10101,64.29,18,28,23.59%,67,284,14.08%,40,284,72.81%,391,537,86.41%,464,537,19.02%,58,305,5.25%,16,305,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,49.09%,27,55,29.09%,16,55,07/01/2014,06/30/2015,76.28%,254,333,60,322,540,10/01/2015,03/31/2016
1233,380071,WILLAMETTE VALLEY MEDICAL CENTER,2700 SE STRATUS AVENUE ,MCMINNVILLE,OR,97128,Yamhill,0.0,0.0,2701.0,0.28,18.25,2701,,0,0,99.22%,128,129,98.45%,127,129,100.00%,124,124,100.00%,124,124,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,96.30%,52,54,96,26,27,10/01/2015,03/31/2016
1234,384008,OREGON STATE HOSPITAL DISTINCT PART,2600 CENTER STREET NE ,SALEM,OR,97310,Marion,0.45,184.33,17199.0,1.26,522.05,17199,,Not Available,Not Available,100.00%,100,100,0.00%,0,100,0.00%,0,48,77.08%,37,48,0.00%,0,18,0.00%,0,18,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
1235,384012,CEDAR HILLS HOSPITAL,10300 SW EASTRIDGE STREET ,PORTLAND,OR,97225,Washington,0.02,16.86,30153.0,0.03,18.76,30153,,Not Available,Not Available,93.64%,589,629,93.64%,589,629,96.94%,665,686,98.25%,674,686,94.76%,380,401,29.18%,117,401,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,55.56%,130,234,38.46%,90,234,07/01/2014,06/30/2015,58.33%,196,336,61,214,353,10/01/2015,03/31/2016
1236,390001,GEISINGER - COMMUNITY MEDICAL CENTER,1822 MULBERRY STREET ,SCRANTON,PA,18510,Lackawanna,0.01,0.95,6968.0,4.75,793.84,6968,81.25,13,16,91.74%,833,908,91.41%,830,908,98.97%,577,583,100.00%,549,549,77.30%,252,326,62.58%,204,326,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,68.31%,97,142,42.96%,61,142,07/01/2014,06/30/2015,93.39%,353,378,95,40,42,10/01/2015,03/31/2016
1237,390003,GEISINGER - BLOOMSBURG HOSPITAL,549 EAST FAIR STREET ,BLOOMSBURG,PA,17815,Columbia,0.4,41.8,4384.0,0.55,58.25,4384,,Not Available,Not Available,89.81%,573,638,88.71%,566,638,96.42%,377,391,100.00%,391,391,87.67%,199,227,72.25%,164,227,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,38.10%,32,84,21.43%,18,84,07/01/2014,06/30/2015,96.09%,295,307,100,32,32,10/01/2015,03/31/2016
1238,390004,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET ,CAMP HILL,PA,17011,Cumberland,0.63,101.9,6731.0,0.16,25.95,6731,,Not Available,Not Available,99.27%,272,274,85.04%,233,274,86.80%,434,500,100.00%,506,506,0.00%,0,260,0.00%,0,260,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,62.32%,43,69,30.43%,21,69,07/01/2014,06/30/2015,96.18%,151,157,84,107,127,10/01/2015,03/31/2016
1239,390006,GEISINGER MEDICAL CENTER,100 NORTH ACADEMY AVENUE ,DANVILLE,PA,17822,Montour,0.02,3.39,8838.0,0.5,105.95,8838,85.71,18,21,96.65%,1299,1344,95.91%,1289,1344,86.58%,329,380,99.74%,385,386,96.49%,165,171,83.63%,143,171,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,55.49%,96,173,26.59%,46,173,07/01/2014,06/30/2015,89.34%,310,347,95,56,59,10/01/2015,03/31/2016
1240,390008,ELLWOOD CITY HOSPITAL,724 PERSHING STREET ,ELLWOOD CITY,PA,16117,Lawrence,0.38,22.0,2414.0,0.0,0,2414,,Not Available,Not Available,100.00%,191,191,100.00%,191,191,94.24%,180,191,82.72%,158,191,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,80,144,181,10/01/2015,03/31/2016
1241,390009,SAINT VINCENT HOSPITAL,232 WEST 25TH STREET ,ERIE,PA,16544,Erie,0.55,38.56,2896.0,0.0,0,2896,,Not Available,Not Available,98.94%,187,189,98.94%,187,189,95.68%,155,162,100.00%,164,164,80.95%,17,21,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,38.24%,13,34,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,96.05%,73,76,100,17,17,10/01/2015,03/31/2016
1242,390016,JAMESON MEMORIAL HOSPITAL,1211 WILMINGTON AVENUE ,NEW CASTLE,PA,16105,Lawrence,2.05,31.0,630.0,12.96,237,762,38.89,21,54,98.11%,623,635,96.22%,611,635,29.83%,105,352,99.72%,352,353,64.86%,120,185,30.81%,57,185,No,Paper or Other Form,No,01/01/2015,12/31/2015,78.95%,15,19,63.16%,12,19,07/01/2014,06/30/2015,92.52%,136,147,61,25,41,10/01/2015,03/31/2016
1243,390019,PALMERTON HOSPITAL,135 LAFAYETTE AVENUE ,PALMERTON,PA,18071,Carbon,0.0,0.0,6802.0,0.0,0,6802,70.37,19,27,94.38%,487,516,93.80%,484,516,84.30%,435,516,23.06%,113,490,87.55%,429,490,64.49%,316,490,No,Paper or Other Form,No,01/01/2015,12/31/2015,43.24%,48,111,20.72%,23,111,07/01/2014,06/30/2015,100.00%,165,165,70,216,308,10/01/2015,03/31/2016
1244,390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE ,PHILADELPHIA,PA,19118,Philadelphia,0.0,0.0,4211.0,0.0,0,4211,,Not Available,Not Available,87.79%,187,213,87.32%,186,213,100.00%,245,245,97.39%,224,230,73.08%,19,26,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,112,112,69,29,42,10/01/2015,03/31/2016
1245,390027,TEMPLE UNIVERSITY HOSPITAL,3401 NORTH BROAD STREET ,PHILADELPHIA,PA,19140,Philadelphia,1.18,1173.0,41379.0,0.0,0,41379,,Not Available,Not Available,92.78%,488,526,91.63%,482,526,92.17%,459,498,99.00%,493,498,33.33%,105,315,7.30%,23,315,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,39.08%,102,261,19.92%,52,261,07/01/2014,06/30/2015,97.96%,144,147,98,778,794,10/01/2015,03/31/2016
1246,390031,SCHUYLKILL MEDICAL CENTER - NORWEGIAN STREET,700 EAST NORWEGIAN STREET ,POTTSVILLE,PA,17901,Schuylkill,0.0,0.0,135.0,0.0,0,135,14.15,15,106,100.00%,164,164,99.39%,163,164,98.72%,154,156,99.35%,154,155,64.71%,22,34,38.24%,13,34,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,55.56%,35,63,22.22%,14,63,07/01/2014,06/30/2015,93.75%,30,32,95,19,20,10/01/2015,03/31/2016
